sdz2021_code,statistic,value
N21000686,"Education, Skills and Training Domain (Rank)",409
N21000686,Access to Services Domain (Rank),383
N21000687,Multiple Deprivation Measure (Rank),450
N21000687,Income Domain (Rank),311
N21000687,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,494
N21000687,Employment Domain (18-64 years) (Rank),527
N21000687,Proportion of the working age population who are employment deprived,289
N21000687,Health Deprivation and Disability Domain (Rank),496
N21000687,"Education, Skills and Training Domain (Rank)",636
N21000687,Access to Services Domain (Rank),46
N21000688,Multiple Deprivation Measure (Rank),331
N21000688,Income Domain (Rank),142
N21000688,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,650
N21000688,Employment Domain (18-64 years) (Rank),531
N21000688,Proportion of the working age population who are employment deprived,298
N21000688,Health Deprivation and Disability Domain (Rank),558
N21000688,"Education, Skills and Training Domain (Rank)",658
N21000688,Access to Services Domain (Rank),31
N21000689,Multiple Deprivation Measure (Rank),370
N21000689,Income Domain (Rank),201
N21000689,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,621
N21000689,Employment Domain (18-64 years) (Rank),564
N21000689,Proportion of the working age population who are employment deprived,269
N21000689,Health Deprivation and Disability Domain (Rank),630
N21000689,"Education, Skills and Training Domain (Rank)",628
N21000689,Access to Services Domain (Rank),36
N21000690,Multiple Deprivation Measure (Rank),581
N21000690,Income Domain (Rank),476
N21000690,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,358
N21000690,Employment Domain (18-64 years) (Rank),666
N21000690,Proportion of the working age population who are employment deprived,168
N21000690,Health Deprivation and Disability Domain (Rank),631
N21000690,"Education, Skills and Training Domain (Rank)",722
N21000690,Access to Services Domain (Rank),70
N21000691,Multiple Deprivation Measure (Rank),394
N21000691,Income Domain (Rank),317
N21000691,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,474
N21000691,Employment Domain (18-64 years) (Rank),593
N21000691,Proportion of the working age population who are employment deprived,241
N21000691,Health Deprivation and Disability Domain (Rank),620
N21000691,"Education, Skills and Training Domain (Rank)",564
N21000691,Access to Services Domain (Rank),40
N21000692,Multiple Deprivation Measure (Rank),360
N21000692,Income Domain (Rank),148
N21000692,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,651
N21000692,Employment Domain (18-64 years) (Rank),607
N21000692,Proportion of the working age population who are employment deprived,205
N21000692,Health Deprivation and Disability Domain (Rank),576
N21000692,"Education, Skills and Training Domain (Rank)",649
N21000692,Access to Services Domain (Rank),33
N21000693,Multiple Deprivation Measure (Rank),276
N21000693,Income Domain (Rank),224
N21000693,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,590
N21000693,Employment Domain (18-64 years) (Rank),472
N21000693,Proportion of the working age population who are employment deprived,366
N21000693,Health Deprivation and Disability Domain (Rank),561
N21000693,"Education, Skills and Training Domain (Rank)",396
N21000693,Access to Services Domain (Rank),58
N21000694,Multiple Deprivation Measure (Rank),216
N21000694,Income Domain (Rank),117
N21000694,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,682
N21000694,Employment Domain (18-64 years) (Rank),353
N21000694,Proportion of the working age population who are employment deprived,518
N21000694,Health Deprivation and Disability Domain (Rank),373
N21000694,"Education, Skills and Training Domain (Rank)",310
N21000694,Access to Services Domain (Rank),196
N21000695,Multiple Deprivation Measure (Rank),144
N21000695,Income Domain (Rank),8
N21000695,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,829
N21000695,Employment Domain (18-64 years) (Rank),463
N21000695,Proportion of the working age population who are employment deprived,362
N21000695,Health Deprivation and Disability Domain (Rank),639
N21000695,"Education, Skills and Training Domain (Rank)",532
N21000695,Access to Services Domain (Rank),17
N21000696,Multiple Deprivation Measure (Rank),208
N21000696,Income Domain (Rank),313
N21000696,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,505
N21000696,Employment Domain (18-64 years) (Rank),188
N21000696,Proportion of the working age population who are employment deprived,686
N21000696,Health Deprivation and Disability Domain (Rank),183
N21000696,"Education, Skills and Training Domain (Rank)",191
N21000696,Access to Services Domain (Rank),335
N21000697,Multiple Deprivation Measure (Rank),166
N21000697,Income Domain (Rank),187
N21000697,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,622
N21000697,Employment Domain (18-64 years) (Rank),185
N21000697,Proportion of the working age population who are employment deprived,647
N21000697,Health Deprivation and Disability Domain (Rank),184
N21000697,"Education, Skills and Training Domain (Rank)",208
N21000697,Access to Services Domain (Rank),294
N21000698,Multiple Deprivation Measure (Rank),162
N21000698,Income Domain (Rank),217
N21000698,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,576
N21000698,Employment Domain (18-64 years) (Rank),142
N21000698,Proportion of the working age population who are employment deprived,688
N21000698,Health Deprivation and Disability Domain (Rank),157
N21000698,"Education, Skills and Training Domain (Rank)",218
N21000698,Access to Services Domain (Rank),282
N21000699,Multiple Deprivation Measure (Rank),202
N21000699,Income Domain (Rank),34
N21000699,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,789
N21000699,Employment Domain (18-64 years) (Rank),281
N21000699,Proportion of the working age population who are employment deprived,513
N21000699,Health Deprivation and Disability Domain (Rank),445
N21000699,"Education, Skills and Training Domain (Rank)",653
N21000699,Access to Services Domain (Rank),102
N21000700,Multiple Deprivation Measure (Rank),81
N21000700,Income Domain (Rank),4
N21000700,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,847
N21000700,Employment Domain (18-64 years) (Rank),320
N21000700,Proportion of the working age population who are employment deprived,500
N21000700,Health Deprivation and Disability Domain (Rank),553
N21000700,"Education, Skills and Training Domain (Rank)",598
N21000700,Access to Services Domain (Rank),22
N21000701,Multiple Deprivation Measure (Rank),53
N21000701,Income Domain (Rank),3
N21000701,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,848
N21000701,Employment Domain (18-64 years) (Rank),176
N21000701,Proportion of the working age population who are employment deprived,658
N21000701,Health Deprivation and Disability Domain (Rank),354
N21000701,"Education, Skills and Training Domain (Rank)",439
N21000701,Access to Services Domain (Rank),64
N21000702,Multiple Deprivation Measure (Rank),109
N21000702,Income Domain (Rank),5
N21000702,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,845
N21000702,Employment Domain (18-64 years) (Rank),312
N21000702,Proportion of the working age population who are employment deprived,470
N21000702,Health Deprivation and Disability Domain (Rank),533
N21000702,"Education, Skills and Training Domain (Rank)",655
N21000702,Access to Services Domain (Rank),39
N21000703,Multiple Deprivation Measure (Rank),55
N21000703,Income Domain (Rank),2
N21000703,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,849
N21000703,Employment Domain (18-64 years) (Rank),178
N21000703,Proportion of the working age population who are employment deprived,659
N21000703,Health Deprivation and Disability Domain (Rank),367
N21000703,"Education, Skills and Training Domain (Rank)",435
